1.5550 	 0.0756 	 0.1730 	 0.1204 	 0.1592 
1.5600 	 0.0349 	 0.1639 	 0.1356 	 0.1605 
1.5650 	 -0.0077 	 0.1532 	 0.1451 	 0.1615 
1.5700 	 -0.0508 	 0.1410 	 0.1479 	 0.1622 
1.5750 	 -0.0926 	 0.1276 	 0.1435 	 0.1624 
1.5800 	 -0.1316 	 0.1129 	 0.1316 	 0.1619 
1.5850 	 -0.1665 	 0.0969 	 0.1128 	 0.1607 
1.5900 	 -0.1966 	 0.0794 	 0.0878 	 0.1590 
1.5950 	 -0.2213 	 0.0601 	 0.0579 	 0.1571 
1.6000 	 -0.2408 	 0.0390 	 0.0250 	 0.1551 
1.6050 	 -0.2555 	 0.0166 	 -0.0084 	 0.1534 
1.6100 	 -0.2664 	 -0.0067 	 -0.0398 	 0.1520 
1.6150 	 -0.2752 	 -0.0302 	 -0.0665 	 0.1511 
1.6200 	 -0.2839 	 -0.0531 	 -0.0859 	 0.1504 
1.6250 	 -0.2948 	 -0.0748 	 -0.0961 	 0.1497 
1.6300 	 -0.3096 	 -0.0950 	 -0.0960 	 0.1491 
1.6350 	 -0.3296 	 -0.1135 	 -0.0854 	 0.1483 
1.6400 	 -0.3550 	 -0.1305 	 -0.0657 	 0.1475 
1.6450 	 -0.3849 	 -0.1460 	 -0.0388 	 0.1469 
1.6500 	 -0.4176 	 -0.1599 	 -0.0076 	 0.1466 
1.6550 	 -0.4509 	 -0.1719 	 0.0249 	 0.1469 
1.6600 	 -0.4819 	 -0.1816 	 0.0557 	 0.1477 
1.6650 	 -0.5078 	 -0.1886 	 0.0817 	 0.1489 
1.6700 	 -0.5252 	 -0.1918 	 0.1003 	 0.1503 
1.6750 	 -0.5310 	 -0.1902 	 0.1090 	 0.1518 
1.6800 	 -0.5228 	 -0.1829 	 0.1065 	 0.1532 
1.6850 	 -0.4997 	 -0.1693 	 0.0925 	 0.1543 
1.6900 	 -0.4620 	 -0.1495 	 0.0683 	 0.1550 
1.6950 	 -0.4111 	 -0.1246 	 0.0360 	 0.1553 
